,race_id,venue,race_no,config,surface,distance,going,horse_ratings,prize,race_class,sec_time1,sec_time2,sec_time3,sec_time4,time1,time2,time3,time4,place_combination1,place_combination2,place_combination3,place_dividend1,place_dividend2,place_dividend3
180,180,0,11,2,0,1400,1,80-60,,3,13.64,22.06,23.66,23.05,13.64,35.7,59.36,82.41,12,8,9.0,26.5,51.5,22.5
181,181,1,1,4,0,1650,1,40-0,,5,27.95,25.16,25.55,23.91,27.95,53.11,78.66,102.57,7,8,12.0,21.5,19.5,27.5
182,182,1,2,4,0,1650,1,60-40,,4,28.8,24.56,24.0,24.15,28.8,53.36,77.36,101.51,6,5,1.0,25.0,25.5,28.5
183,183,1,3,4,0,1000,1,60-40,,4,13.02,21.53,23.7,,13.02,34.55,58.25,,11,10,3.0,113.0,21.0,26.0
184,184,1,4,4,0,1800,1,60-40,,4,13.77,22.92,24.72,25.16,13.77,36.69,61.41,86.57,6,11,8.0,22.0,39.5,15.5
185,185,1,5,4,0,1200,1,80-60,,3,23.78,23.22,23.6,,23.78,47.0,70.6,,5,2,9.0,14.0,83.0,17.5
186,186,1,6,4,0,1200,1,80-60,,3,24.31,23.25,23.03,,24.31,47.56,70.59,,7,12,10.0,21.0,16.0,56.5
187,187,1,7,4,0,1650,1,80-60,,3,27.88,25.74,24.23,23.58,27.88,53.62,77.85,101.43,2,3,7.0,17.5,26.5,52.5
188,188,1,8,4,0,1200,1,100-80,,2,23.67,22.52,23.5,,23.67,46.19,69.69,,10,11,8.0,27.0,88.0,22.0
189,189,0,1,4,0,1000,0,60-40,,4,13.72,21.33,22.51,,13.72,35.05,57.56,,10,1,14.0,14.0,12.5,36.0
190,190,0,2,4,0,1400,0,40-15,,5,13.56,21.25,24.24,23.92,13.56,34.81,59.05,82.97,1,3,5.0,10.1,43.5,37.5
191,191,0,3,4,0,1400,0,60-40,,4,13.55,21.44,24.31,23.78,13.55,34.99,59.3,83.08,3,8,1.0,14.0,24.0,89.5
192,192,0,4,4,0,1800,0,80-60,,3,13.91,22.25,24.0,24.08,13.91,36.16,60.16,84.24,2,10,3.0,21.0,25.5,28.0
193,193,0,5,4,0,1800,0,60-40,,4,13.84,22.03,24.31,25.0,13.84,35.87,60.18,85.18,7,2,11.0,36.5,15.5,21.0
194,194,0,6,4,0,1000,0,80-60,,3,13.45,21.33,22.35,,13.45,34.78,57.13,,4,1,10.0,29.5,12.5,48.5
195,195,0,7,4,0,1400,0,80-60,,3,13.77,21.27,23.61,23.2,13.77,35.04,58.65,81.85,6,10,4.0,12.0,14.0,14.5
196,196,0,8,4,0,1400,0,115-90,,1,13.78,22.17,23.5,22.66,13.78,35.95,59.45,82.11,13,6,2.0,24.5,24.5,136.0
197,197,0,9,4,0,1400,0,80-60,,3,13.78,22.75,23.64,23.0,13.78,36.53,60.17,83.17,4,14,13.0,12.0,27.0,24.5
198,198,0,10,4,0,1600,0,100-75,,2,24.53,24.3,24.0,22.77,24.53,48.83,72.83,95.6,13,8,4.0,15.0,30.0,16.0
199,199,1,1,5,0,2200,1,40-0,,5,14.27,23.22,25.47,26.64,14.27,37.49,62.96,89.6,3,11,8.0,16.0,57.0,18.0
200,200,1,2,5,0,1200,1,60-40,,4,24.12,22.88,23.54,,24.12,47.0,70.54,,10,4,8.0,17.0,15.5,71.0
201,201,1,3,5,0,1000,1,60-40,,4,12.92,21.72,22.85,,12.92,34.64,57.49,,2,1,4.0,15.0,26.5,18.5
202,202,1,4,5,0,1650,1,60-40,,4,28.56,24.67,26.44,23.29,28.56,53.23,79.67,102.96,5,9,11.0,23.0,30.5,93.0
203,203,1,5,5,0,1650,1,60-40,,4,28.86,24.86,25.92,22.94,28.86,53.72,79.64,102.58,5,2,3.0,13.5,47.0,28.0
204,204,1,6,5,0,1000,1,80-60,,3,12.84,22.22,22.73,,12.84,35.06,57.79,,12,8,2.0,33.0,90.5,27.0
205,205,1,7,5,0,1650,1,80-60,,3,27.19,24.31,24.84,24.35,27.19,51.5,76.34,100.69,2,6,10.0,60.5,26.5,19.0
206,206,1,8,5,0,1650,1,95-75,,2,28.25,24.06,24.47,23.78,28.25,52.31,76.78,100.56,3,9,8.0,35.0,61.0,26.5
207,207,0,1,5,0,1400,1,G,,0,13.7,21.61,23.48,23.34,13.7,35.31,58.79,82.13,4,1,9.0,10.5,55.5,59.0
208,208,0,2,0,1,1200,1,40-0,,5,23.41,22.66,23.98,,23.41,46.07,70.05,,3,12,7.0,29.0,18.5,36.0
209,209,0,3,0,1,1200,1,60-40,,4,23.91,22.72,23.77,,23.91,46.63,70.4,,8,7,3.0,13.5,38.0,26.5
210,210,0,4,0,1,1800,1,65-40,,4,14.09,23.12,23.62,24.62,14.09,37.21,60.83,85.45,9,1,11.0,15.5,46.5,27.5
211,211,0,5,0,1,1200,1,80-60,,3,23.42,22.23,24.11,,23.42,45.65,69.76,,7,1,12.0,29.5,35.0,17.5
212,212,0,6,5,0,1400,1,65-40,,4,13.58,21.73,23.78,23.79,13.58,35.31,59.09,82.88,13,12,3.0,37.0,16.5,38.5
213,213,0,7,0,1,1200,1,80-60,,3,24.02,22.41,23.14,,24.02,46.43,69.57,,4,2,8.0,45.5,26.0,21.5
214,214,0,8,0,1,1200,1,100-80,,2,23.45,22.12,23.01,,23.45,45.57,68.58,,4,7,9.0,12.5,16.5,33.5
215,215,0,9,0,1,1650,1,80-60,,3,28.16,24.2,23.89,23.51,28.16,52.36,76.25,99.76,6,13,10.0,24.5,63.5,91.5
216,216,0,10,5,0,1400,1,95-75,,2,13.8,21.7,23.75,23.16,13.8,35.5,59.25,82.41,6,13,14.0,69.5,93.5,205.0
217,217,1,1,0,0,1650,1,40-15,,5,27.75,24.41,25.56,24.44,27.75,52.16,77.72,102.16,4,2,7.0,26.0,18.5,20.5
218,218,1,2,0,0,2200,1,80-60,,3,14.28,23.83,24.59,26.06,14.28,38.11,62.7,88.76,9,3,5.0,42.0,32.0,19.5
219,219,1,3,0,0,1650,1,60-40,,4,27.66,23.72,24.19,25.28,27.66,51.38,75.57,100.85,3,11,2.0,43.0,18.5,24.0
220,220,1,4,0,0,1200,1,60-40,,4,23.97,23.27,23.5,,23.97,47.24,70.74,,3,9,5.0,31.0,41.5,55.0
221,221,1,5,0,0,1800,1,60-40,,4,13.89,22.77,25.47,25.19,13.89,36.66,62.13,87.32,8,10,7.0,31.5,15.5,19.5
222,222,1,6,0,0,1200,1,80-60,,3,23.77,22.59,23.78,,23.77,46.36,70.14,,8,6,2.0,28.5,59.5,15.5
223,223,1,7,0,0,1650,1,80-60,,3,28.81,24.45,25.0,23.51,28.81,53.26,78.26,101.77,5,9,7.0,15.0,15.5,18.0
224,224,1,8,0,0,1800,1,105-80,,1,13.36,22.62,25.7,25.64,13.36,35.98,61.68,87.32,3,9,1.0,15.0,28.0,15.0
225,225,0,1,0,0,1400,1,120-95,,1,13.69,22.36,22.91,22.91,13.69,36.05,58.96,81.87,2,3,1.0,11.0,17.5,15.0
226,226,0,2,0,0,1200,1,80-60,,3,23.61,22.56,22.85,,23.61,46.17,69.02,,3,6,11.0,16.5,33.5,14.0
227,227,0,3,0,0,1200,1,100-80,,2,24.08,22.61,22.73,,24.08,46.69,69.42,,1,5,3.0,12.5,98.5,19.5
228,228,0,4,0,0,2400,1,G,,11,27.27,25.31,25.58,24.62,27.27,52.58,78.16,102.78,1,6,11.0,12.0,23.0,15.5
229,229,0,5,0,0,1200,1,G,,11,23.52,22.33,22.83,,23.52,45.85,68.68,,12,6,1.0,136.0,18.5,11.5
230,230,0,6,0,0,1400,1,80-60,,3,13.44,21.17,23.05,24.14,13.44,34.61,57.66,81.8,2,5,4.0,32.0,36.0,16.5
231,231,0,7,0,0,1600,1,G,,11,24.34,22.22,23.03,23.12,24.34,46.56,69.59,92.71,1,8,7.0,15.5,49.0,25.0
232,232,0,8,0,0,2000,1,G,,11,26.56,23.72,23.53,23.91,26.56,50.28,73.81,97.72,1,5,3.0,16.0,27.5,77.0
233,233,0,9,0,0,1600,1,80-60,,3,25.3,23.19,23.72,22.94,25.3,48.49,72.21,95.15,4,9,14.0,13.5,24.5,14.5
234,234,0,10,0,0,1600,1,105-80,,1,24.52,22.33,23.66,23.74,24.52,46.85,70.51,94.25,1,4,7.0,175.5,12.5,186.5
235,235,1,1,2,0,1200,1,40-0,,5,24.11,22.95,23.64,,24.11,47.06,70.7,,3,1,7.0,26.5,12.0,105.5
236,236,1,2,2,0,1650,1,60-40,,4,27.84,25.2,24.83,23.76,27.84,53.04,77.87,101.63,6,10,8.0,26.5,21.0,30.0
237,237,1,3,2,0,1200,1,60-40,,4,24.34,24.39,23.12,,24.34,48.73,71.85,,12,8,7.0,42.0,34.0,21.0
238,238,1,4,2,0,1650,1,60-40,,4,28.14,24.02,25.08,23.86,28.14,52.16,77.24,101.1,5,10,8.0,36.5,46.0,30.0
239,239,1,5,2,0,1200,1,80-60,,3,23.89,22.95,23.38,,23.89,46.84,70.22,,10,8,12.0,32.5,14.0,78.5
240,240,1,6,2,0,1200,1,80-60,,3,23.88,23.49,23.02,,23.88,47.37,70.39,,9,5,11.0,12.5,29.5,22.5
241,241,1,7,2,0,1000,1,105-80,,1,12.86,21.56,22.83,,12.86,34.42,57.25,,7,6,10.0,21.0,34.5,98.0
242,242,1,8,2,0,1650,1,85-60,,3,27.94,23.55,25.55,23.92,27.94,51.49,77.04,100.96,3,9,8.0,44.5,36.0,26.5
243,243,0,1,5,0,1000,1,60-40,,4,13.55,21.05,22.0,,13.55,34.6,56.6,,8,1,2.0,34.5,18.0,16.0
244,244,0,2,5,0,1600,0,40-10,,5,24.22,22.39,24.72,24.62,24.22,46.61,71.33,95.95,2,1,12.0,13.0,31.0,30.5
245,245,0,3,5,0,1400,0,40-0,,5,13.66,21.99,23.7,23.83,13.66,35.65,59.35,83.18,9,12,5.0,75.0,90.5,15.5
246,246,0,4,5,0,1600,0,60-40,,4,25.16,23.64,23.2,23.37,25.16,48.8,72.0,95.37,12,10,7.0,61.5,14.0,28.0
247,247,0,5,5,0,1000,0,80-60,,3,13.59,20.8,21.96,,13.59,34.39,56.35,,9,8,14.0,30.5,12.0,26.0
248,248,0,6,5,0,1400,0,60-40,,4,13.64,21.66,23.44,23.32,13.64,35.3,58.74,82.06,9,13,12.0,18.5,14.0,50.5
249,249,0,7,5,0,1800,0,80-60,,3,13.75,22.97,25.09,23.67,13.75,36.72,61.81,85.48,10,7,4.0,46.0,17.0,16.5
250,250,0,8,5,0,1400,0,100-80,,2,13.77,22.0,23.56,22.66,13.77,35.77,59.33,81.99,4,1,5.0,24.0,39.5,20.5
251,251,0,9,5,0,1800,0,100-80,,2,13.88,22.67,24.92,24.45,13.88,36.55,61.47,85.92,5,11,6.0,21.0,15.5,50.5
252,252,0,10,5,0,1400,0,80-60,,3,13.47,21.74,23.2,23.5,13.47,35.21,58.41,81.91,6,2,3.0,14.0,18.5,50.5
253,253,0,1,1,0,1200,0,40-10,,5,23.84,22.61,24.16,,23.84,46.45,70.61,,12,5,9.0,13.5,32.0,27.5
254,254,0,2,1,0,1200,0,60-40,,4,24.11,23.58,23.09,,24.11,47.69,70.78,,10,9,6.0,18.5,35.0,92.0
255,255,0,3,0,1,1650,1,60-40,,4,28.06,23.39,24.12,23.73,28.06,51.45,75.57,99.3,10,5,7.0,17.5,222.0,29.0
256,256,0,4,1,0,1800,0,40-0,,5,14.08,22.83,24.36,24.92,14.08,36.91,61.27,86.19,9,5,4.0,15.5,20.0,27.0
257,257,0,5,1,0,1600,0,60-40,,4,24.47,22.7,24.58,23.6,24.47,47.17,71.75,95.35,7,2,6.0,33.5,25.5,44.0
258,258,0,6,1,0,2000,0,60-40,,4,26.31,24.95,24.86,23.64,26.31,51.26,76.12,99.76,8,9,12.0,155.5,99.0,34.0
259,259,0,7,1,0,1400,0,80-60,,3,13.41,21.72,23.31,24.11,13.41,35.13,58.44,82.55,6,14,12.0,38.0,22.5,56.5
260,260,0,8,0,1,1650,1,105-80,,1,27.94,23.0,23.49,24.0,27.94,50.94,74.43,98.43,1,13,9.0,47.0,38.5,16.5
261,261,0,9,1,0,1200,0,80-60,,3,23.67,22.42,23.27,,23.67,46.09,69.36,,3,4,8.0,26.0,12.0,36.5
262,262,0,10,1,0,1600,0,80-60,,3,24.27,23.64,24.67,23.44,24.27,47.91,72.58,96.02,4,7,3.0,26.5,39.5,58.5
263,263,0,1,3,0,1600,0,60-40,,4,24.31,23.47,24.56,23.44,24.31,47.78,72.34,95.78,1,9,10.0,23.0,40.0,15.0
264,264,0,2,3,0,1400,0,40-10,,5,13.66,21.62,23.34,24.38,13.66,35.28,58.62,83.0,7,4,9.0,18.0,25.5,53.5
265,265,0,3,3,0,1600,0,40-0,,5,24.41,22.84,24.11,24.22,24.41,47.25,71.36,95.58,1,14,9.0,29.5,85.0,26.5
266,266,0,4,3,0,1200,0,60-40,,4,24.2,22.86,23.27,,24.2,47.06,70.33,,6,4,13.0,29.0,51.5,47.5
267,267,0,5,3,0,1400,0,60-40,,4,13.64,21.81,23.41,23.71,13.64,35.45,58.86,82.57,6,14,7.0,13.5,54.5,42.0
268,268,0,6,3,0,1200,0,80-60,,3,23.77,22.56,23.25,,23.77,46.33,69.58,,10,13,12.0,18.0,23.5,138.0
269,269,0,7,3,0,1400,0,60-40,,4,13.38,22.14,23.78,23.46,13.38,35.52,59.3,82.76,6,3,2.0,26.0,20.0,52.5
270,270,0,8,3,0,1000,0,95-75,,2,13.38,21.03,22.44,,13.38,34.41,56.85,,10,5,6.0,14.0,21.0,34.5
271,271,0,9,3,0,1600,0,80-60,,3,24.78,23.08,24.06,23.15,24.78,47.86,71.92,95.07,1,3,2.0,17.0,20.0,15.0
272,272,0,10,3,0,1400,0,G,,13,13.48,21.49,23.0,23.07,13.48,34.97,57.97,81.04,3,4,5.0,27.5,19.5,132.5
273,273,0,11,3,0,1400,0,95-75,,2,13.52,22.8,23.95,22.29,13.52,36.32,60.27,82.56,12,5,8.0,24.0,18.5,58.0
274,274,0,1,0,1,1200,4,40-0,,5,23.84,22.7,23.24,,23.84,46.54,69.78,,9,5,11.0,12.0,53.5,34.0
275,275,0,2,4,0,1400,1,40-0,,5,13.53,21.91,24.02,23.79,13.53,35.44,59.46,83.25,3,1,5.0,18.5,15.0,94.0
276,276,0,3,4,0,1000,1,60-40,,4,13.53,21.31,22.82,,13.53,34.84,57.66,,10,7,14.0,18.5,23.5,103.5
277,277,0,4,0,1,1200,4,60-40,,4,23.8,22.53,23.49,,23.8,46.33,69.82,,12,7,9.0,24.5,44.5,21.0
278,278,0,5,4,0,1600,1,60-40,,4,24.64,22.75,24.84,23.58,24.64,47.39,72.23,95.81,2,13,12.0,14.0,13.5,39.5
279,279,0,6,0,1,1200,4,85-60,,3,23.19,22.24,23.55,,23.19,45.43,68.98,,2,4,9.0,27.5,25.5,50.5
280,280,0,7,4,0,1000,1,80-60,,3,13.53,20.97,22.26,,13.53,34.5,56.76,,2,4,14.0,11.5,44.5,32.0
281,281,0,8,4,0,1600,1,100-80,,2,24.86,22.53,24.14,23.13,24.86,47.39,71.53,94.66,9,5,4.0,12.0,63.0,14.5
282,282,0,9,4,0,1800,1,80-60,,3,13.75,22.28,23.33,24.45,13.75,36.03,59.36,83.81,9,7,5.0,21.0,15.0,16.0
283,283,0,10,4,0,1400,1,80-60,,3,13.72,21.55,23.42,23.52,13.72,35.27,58.69,82.21,9,12,3.0,13.5,98.5,110.0
284,284,1,1,0,0,1650,1,40-0,,5,28.5,26.67,25.67,23.19,28.5,55.17,80.84,104.03,4,12,11.0,17.5,47.0,21.0
285,285,1,2,0,0,1200,1,60-40,,4,23.5,23.53,24.43,,23.5,47.03,71.46,,4,2,6.0,33.0,40.0,18.0
286,286,1,3,0,0,1800,1,60-40,,4,13.64,23.24,25.5,24.69,13.64,36.88,62.38,87.07,2,9,4.0,35.5,40.0,17.5
287,287,1,4,0,0,1650,1,60-40,,4,27.36,23.86,25.12,25.08,27.36,51.22,76.34,101.42,10,4,1.0,45.0,22.0,31.5
288,288,1,5,0,0,1650,1,80-60,,3,28.0,25.41,25.67,23.69,28.0,53.41,79.08,102.77,1,12,3.0,37.0,27.5,16.0
289,289,1,6,0,0,1200,1,80-60,,3,23.38,23.25,24.01,,23.38,46.63,70.64,,6,7,5.0,92.5,21.5,24.0
290,290,1,7,0,0,1650,1,85-60,,3,28.27,25.59,25.36,23.35,28.27,53.86,79.22,102.57,11,3,10.0,57.5,34.0,23.0
291,291,1,8,0,0,1200,1,95-75,,2,23.73,22.77,23.69,,23.73,46.5,70.19,,1,9,10.0,47.5,71.0,49.5
292,292,0,1,5,0,1000,1,60-40,,4,13.84,21.81,22.8,,13.84,35.65,58.45,,8,6,14.0,37.5,34.5,23.5
293,293,0,2,5,0,1200,1,60-40,,4,23.88,23.11,23.12,,23.88,46.99,70.11,,4,8,9.0,12.5,58.5,26.0
294,294,0,3,5,0,1400,1,60-40,,4,13.88,21.63,23.8,23.48,13.88,35.51,59.31,82.79,13,2,12.0,13.0,29.5,32.5
295,295,0,4,0,1,1800,1,40-0,,5,13.95,22.89,23.34,24.27,13.95,36.84,60.18,84.45,10,14,11.0,35.5,75.5,44.5
296,296,0,5,0,1,1200,1,80-60,,3,23.31,21.8,24.01,,23.31,45.11,69.12,,4,10,5.0,17.5,20.5,31.5
297,297,0,6,5,0,1400,1,60-40,,4,13.78,21.78,23.56,23.43,13.78,35.56,59.12,82.55,2,6,3.0,14.5,29.0,26.5
298,298,0,7,5,0,1400,1,100-80,,2,13.52,22.22,23.24,22.88,13.52,35.74,58.98,81.86,2,10,9.0,18.0,13.0,51.0
299,299,0,8,5,0,1000,0,G,,13,13.56,20.86,22.38,,13.56,34.42,56.8,,14,2,6.0,16.0,17.5,40.5
300,300,0,9,0,1,1650,1,85-60,,3,27.74,23.41,24.67,23.46,27.74,51.15,75.82,99.28,6,12,13.0,15.0,45.5,50.0
301,301,0,10,5,0,1400,0,80-60,,3,13.55,21.61,23.73,23.56,13.55,35.16,58.89,82.45,7,3,8.0,41.5,13.0,19.0
302,302,1,1,2,0,1000,1,40-0,,5,13.36,21.8,23.31,,13.36,35.16,58.47,,1,5,4.0,12.5,89.0,58.0
303,303,1,2,2,0,1200,1,60-40,,4,24.29,24.12,23.02,,24.29,48.41,71.43,,10,6,1.0,18.5,20.0,13.5
304,304,1,3,2,0,1800,1,110-90,,1,13.84,22.61,25.08,24.5,13.84,36.45,61.53,86.03,6,7,2.0,15.5,29.0,13.5
305,305,1,4,2,0,1200,1,60-40,,4,23.98,22.62,24.19,,23.98,46.6,70.79,,7,12,8.0,21.0,30.0,80.5
306,306,1,5,2,0,1650,1,60-40,,4,28.58,25.05,25.0,23.45,28.58,53.63,78.63,102.08,4,1,3.0,56.0,26.0,28.5
307,307,1,6,2,0,1200,1,80-60,,3,24.47,23.05,23.3,,24.47,47.52,70.82,,10,12,4.0,16.0,101.0,25.5
308,308,1,7,2,0,1800,1,90-70,,2,13.88,22.31,24.64,25.42,13.88,36.19,60.83,86.25,6,9,5.0,13.5,15.0,27.5
309,309,1,8,2,0,1650,1,80-60,,3,27.84,25.25,25.31,23.72,27.84,53.09,78.4,102.12,4,10,1.0,27.5,37.0,23.0
310,310,0,1,0,0,1200,1,60-40,,4,24.75,23.27,23.26,,24.75,48.02,71.28,,2,7,11.0,20.5,11.0,50.5
311,311,0,2,0,0,1600,1,40-10,,5,24.42,23.73,24.36,24.47,24.42,48.15,72.51,96.98,12,8,7.0,50.0,19.0,76.0
312,312,0,3,0,0,2000,1,60-40,,4,26.34,24.36,25.16,24.02,26.34,50.7,75.86,99.88,9,12,6.0,97.0,17.0,50.5
313,313,0,4,0,0,1600,1,60-40,,4,24.61,22.78,24.09,24.52,24.61,47.39,71.48,96.0,9,3,14.0,26.0,32.0,81.0
314,314,0,5,0,0,1200,1,80-60,,3,23.62,23.27,22.71,,23.62,46.89,69.6,,8,5,12.0,11.5,25.5,112.0
315,315,0,6,0,0,1400,1,60-40,,4,13.59,21.84,23.42,24.12,13.59,35.43,58.85,82.97,14,3,8.0,28.5,30.0,26.0
316,316,0,7,0,0,1200,1,95-75,,2,23.74,22.25,23.32,,23.74,45.99,69.31,,5,7,4.0,14.0,22.5,14.0
317,317,0,8,0,0,1400,1,80-60,,3,13.45,21.89,23.3,23.29,13.45,35.34,58.64,81.93,2,6,11.0,16.5,15.0,59.0
318,318,0,9,0,0,1600,1,G,,11,24.83,23.97,24.42,22.43,24.83,48.8,73.22,95.65,4,9,1.0,15.0,26.0,17.5
319,319,0,10,0,0,1600,1,80-60,,3,24.81,23.58,24.58,23.4,24.81,48.39,72.97,96.37,4,14,3.0,20.0,96.5,14.0
320,320,1,1,4,0,1650,1,60-40,,4,28.0,25.2,24.95,23.7,28.0,53.2,78.15,101.85,8,9,5.0,15.0,34.0,19.5
321,321,1,2,4,0,1650,1,40-10,,5,28.02,24.61,25.49,24.19,28.02,52.63,78.12,102.31,12,1,2.0,31.5,15.5,28.0
322,322,1,3,4,0,1000,1,60-40,,4,12.97,22.68,22.67,,12.97,35.65,58.32,,5,4,1.0,22.5,13.0,22.5
323,323,1,4,4,0,1000,1,80-60,,3,13.0,22.3,22.48,,13.0,35.3,57.78,,5,10,12.0,89.5,15.5,26.0
324,324,1,5,4,0,1650,1,60-40,,4,28.28,24.06,25.11,23.71,28.28,52.34,77.45,101.16,3,9,5.0,14.0,21.0,25.5
325,325,1,6,4,0,1650,1,80-60,,3,28.53,24.04,24.77,23.63,28.53,52.57,77.34,100.97,3,9,11.0,39.5,65.5,30.5
326,326,1,7,4,0,1200,1,80-60,,3,24.06,22.91,23.67,,24.06,46.97,70.64,,4,6,3.0,40.5,240.0,13.5
327,327,1,8,4,0,1650,1,100-80,,2,27.91,24.44,25.05,23.69,27.91,52.35,77.4,101.09,4,7,1.0,85.0,21.0,38.0
328,328,0,1,1,0,1200,1,G,,4,24.11,23.08,23.42,,24.11,47.19,70.61,,4,3,12.0,15.5,13.0,21.0
329,329,0,2,1,0,1400,1,40-10,,5,13.59,21.75,24.05,24.37,13.59,35.34,59.39,83.76,9,1,7.0,37.5,22.0,29.0
330,330,0,3,0,1,1650,4,60-40,,4,28.3,23.16,24.33,23.89,28.3,51.46,75.79,99.68,8,7,4.0,11.0,33.0,36.5
331,331,0,4,1,0,1800,1,40-10,,5,14.11,22.48,23.97,24.97,14.11,36.59,60.56,85.53,4,12,7.0,15.5,95.0,33.5
332,332,0,5,0,1,1200,4,60-40,,4,23.95,22.98,23.02,,23.95,46.93,69.95,,9,10,4.0,23.5,46.0,48.0
333,333,0,6,1,0,1400,1,G,,4,13.7,22.75,24.41,23.19,13.7,36.45,60.86,84.05,12,2,8.0,32.0,54.0,19.0
334,334,0,7,1,0,1800,1,G,,2,13.77,22.74,23.33,24.2,13.77,36.51,59.84,84.04,7,3,11.0,12.0,35.0,25.0
335,335,0,8,1,0,1600,1,G,,11,24.41,21.88,23.39,23.61,24.41,46.29,69.68,93.29,2,7,1.0,10.1,99.0,13.0
336,336,0,9,1,0,2000,1,G,,3,25.59,23.38,24.38,24.94,25.59,48.97,73.35,98.29,11,2,9.0,14.5,31.0,21.5
337,337,0,10,1,0,1200,1,G,,3,23.64,23.14,23.18,,23.64,46.78,69.96,,3,6,1.0,15.5,15.5,13.5
338,338,0,1,3,0,1600,1,40-10,,5,25.55,24.09,24.06,23.42,25.55,49.64,73.7,97.12,4,3,7.0,24.0,13.5,20.0
339,339,0,2,3,0,1800,1,G,,4,14.34,23.16,24.58,24.42,14.34,37.5,62.08,86.5,8,2,5.0,16.5,39.0,53.0
340,340,0,3,3,0,1200,1,40-10,,5,24.05,22.58,24.15,,24.05,46.63,70.78,,14,11,5.0,36.5,30.0,44.0
341,341,0,4,3,0,1200,1,G,,4,23.98,23.05,23.59,,23.98,47.03,70.62,,2,11,13.0,51.5,14.5,40.5
342,342,0,5,3,0,1200,1,80-60,,3,23.91,22.3,23.24,,23.91,46.21,69.45,,2,1,13.0,12.5,44.5,26.0
343,343,0,6,3,0,1600,1,G,,4,24.45,23.08,23.98,24.51,24.45,47.53,71.51,96.02,7,10,8.0,48.5,57.5,35.0
344,344,0,7,3,0,1400,1,G,,4,13.69,22.52,24.23,23.07,13.69,36.21,60.44,83.51,3,2,5.0,12.0,25.0,31.0
345,345,0,8,3,0,1400,1,110-90,,1,13.88,21.64,24.09,22.77,13.88,35.52,59.61,82.38,6,11,3.0,27.0,47.5,14.0
346,346,0,9,3,0,1200,1,G,,2,24.27,22.3,23.04,,24.27,46.57,69.61,,13,5,6.0,34.0,22.0,15.0
347,347,0,10,3,0,1400,1,G,,3,13.83,22.45,24.17,22.69,13.83,36.28,60.45,83.14,2,11,3.0,14.5,67.0,34.0
348,348,0,11,3,0,1600,1,G,,3,24.7,23.72,24.2,23.5,24.7,48.42,72.62,96.12,4,13,10.0,16.5,15.5,23.5
349,349,0,1,4,0,1400,1,60-40,625000.0,4,13.83,22.05,23.88,23.42,13.83,35.88,59.76,83.18,4,6,8.0,42.5,19.0,11.5
350,350,0,2,4,0,1200,1,60-40,625000.0,4,23.78,22.5,23.63,,23.78,46.28,69.91,,2,4,8.0,12.5,17.5,32.0
351,351,0,3,4,0,1400,1,60-40,625000.0,4,13.56,22.8,23.49,23.49,13.56,36.36,59.85,83.34,11,5,3.0,27.5,15.0,40.5
352,352,0,4,4,0,1400,1,40-10,485000.0,5,13.95,21.78,23.91,24.03,13.95,35.73,59.64,83.67,4,13,7.0,13.0,38.5,26.0
353,353,0,5,0,1,1650,1,110-85,1750000.0,1,28.09,23.34,23.99,23.57,28.09,51.43,75.42,98.99,8,6,4.0,32.5,29.5,33.0
354,354,0,6,4,0,1000,1,85-60,850000.0,3,13.31,20.44,23.49,,13.31,33.75,57.24,,3,5,1.0,10.1,24.0,26.0
355,355,0,7,4,0,1600,1,90-70,1150000.0,2,25.28,23.88,24.08,22.75,25.28,49.16,73.24,95.99,9,7,4.0,22.0,14.5,14.0
356,356,0,8,4,0,1000,1,G,4500000.0,11,13.75,21.44,21.72,,13.75,35.19,56.91,,2,7,3.0,27.5,83.0,13.5
357,357,0,9,0,1,1650,1,85-60,850000.0,3,28.17,25.28,24.56,22.58,28.17,53.45,78.01,100.59,9,7,2.0,11.5,33.0,19.5
358,358,0,10,4,0,1400,1,80-60,850000.0,3,13.61,21.58,23.53,23.99,13.61,35.19,58.72,82.71,3,4,13.0,37.0,87.0,65.0
359,359,1,1,0,0,1650,1,40-0,485000.0,5,27.97,25.36,25.55,23.97,27.97,53.33,78.88,102.85,7,4,11.0,35.5,30.5,35.5
360,360,1,2,0,0,1800,1,60-40,625000.0,4,13.69,23.56,25.88,24.88,13.69,37.25,63.13,88.01,2,4,6.0,26.5,18.0,27.5
361,361,1,3,0,0,1000,1,100-80,1150000.0,2,12.88,21.47,23.06,,12.88,34.35,57.41,,5,2,1.0,63.5,12.0,16.5
362,362,1,4,0,0,1650,1,60-40,625000.0,4,28.52,25.09,25.64,23.72,28.52,53.61,79.25,102.97,8,10,3.0,13.5,16.5,37.5
363,363,1,5,0,0,1200,1,60-40,625000.0,4,24.36,23.56,23.55,,24.36,47.92,71.47,,1,8,3.0,17.0,77.5,28.0
364,364,1,6,0,0,1650,1,80-60,850000.0,3,27.81,26.42,24.91,22.88,27.81,54.23,79.14,102.02,12,5,10.0,16.5,20.5,55.5
365,365,1,7,0,0,1800,1,80-60,850000.0,3,13.84,23.02,24.72,24.41,13.84,36.86,61.58,85.99,7,5,12.0,29.0,29.0,33.5
366,366,1,8,0,0,1200,1,80-60,850000.0,3,23.98,23.24,23.5,,23.98,47.22,70.72,,5,9,2.0,23.5,65.0,25.5
